source	target
Mesothelial cell_CPA3 high	"mesothelial cell of peritoneum:mesothelial cell of visceral peritoneum:mesodermal cell:mesenchymal stem cell of abdominal adipose:|||:mesothelial cell:glial cell:endothelial cell:urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:meso-epithelial cell:mesothelial cell of pleura:meningothelial cell:vein endothelial cell:|||:epithelial cell:Kolmer-Agduhr neuron:B cell:type D enteroendocrine cell"
Mesothelial cell_ITLN high	"mesothelial cell of parietal pleura:mesothelial cell of visceral pleura:mesodermal cell:epithelial cell of lower respiratory tract:|||:mesothelial cell:mesothelial cell of pleura:glial cell:endothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:meso-epithelial cell:mesothelial cell of peritoneum:meningothelial cell:epithelial cell of lung:|||:urothelial cell:epithelial cell:Kolmer-Agduhr neuron:parafollicular cell"
Mesothelial cell_MT gene high	"mesothelial cell of peritoneum:mesothelial cell of visceral peritoneum:mesodermal cell:mesenchymal stem cell of abdominal adipose:|||:mesothelial cell:glial cell:endothelial cell:urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endothelial cell of venule:mesothelial cell of pleura:meso-epithelial cell:vein endothelial cell:|||:epithelial cell:Kolmer-Agduhr neuron:nodal myocyte:type G enteroendocrine cell"
Microglia	"oligodendrocyte:central nervous system macrophage:choroid plexus epithelial cell:leptomeningeal cell:|||:microglial cell:brain macroglial cell:brain microvascular endothelial cell:immature microglial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature microglial cell:glial cell:macroglial cell:microconidium"
Microglia_ALOX5AP high	":|||:microglial cell:mature microglial cell:macrophage dendritic cell progenitor:common lymphoid progenitor:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:macroglial cell:immature microglial cell:brain macroglial cell:thymic cortical macrophage:|||:basophil progenitor cell:oligodendrocyte:mast cell progenitor:interstitial cell of Cajal"
Microglia_C3 high	":|||:microglial cell:mature microglial cell:mast cell progenitor:glial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:macroglial cell:immature microglial cell:microconidium:brain macroglial cell:|||:myeloid dendritic cell:retinal ganglion cell:multi-ciliated epithelial cell:pericyte cell"
Microglia_SPP1_high	"central nervous system macrophage:oligodendrocyte:fibroblast of choroid plexus:choroid plexus epithelial cell:|||:microglial cell:immature microglial cell:mature microglial cell:myeloid dendritic cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:macrophage:macroglial cell:alternatively activated macrophage:thymic macrophage:|||:glial cell:interstitial cell of Cajal:hematopoietic multipotent progenitor cell:mesenchymal stem cell"
Microvascular endothelial cell	mesothelial cell of peritoneum:mesodermal cell:mesothelial cell of visceral peritoneum:mesenchymal stem cell of abdominal adipose:|||:microvascular endothelial cell:endothelial cell:endothelial cell of vascular tree:lung microvascular endothelial cell:|||:microvascular endothelial cell:cartwheel heterochromatin:immature gamma-delta T cell:gamma-delta intraepithelial T cell:|||:brain microvascular endothelial cell:adipose microvascular endothelial cell:mammary microvascular endothelial cell:bladder microvascular endothelial cell
Monocyte	"intrahepatic cholangiocyte:mesodermal cell:endothelial cell of hepatic sinusoid:epithelial cell of alimentary canal:|||:CD14-positive monocyte:monocyte:oncocyte:CD14-positive, CD16-negative classical monocyte:|||:monocyte:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primordial germ cell:ionocyte:oenocyte:oocyte"
Monocyte/DC progenitor	"leukocyte:bone cell:mesodermal cell:|||:monocyte:CD14-positive monocyte:oncocyte:primordial germ cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:common lymphoid progenitor:megakaryocyte-erythroid progenitor cell:granulocyte monocyte progenitor cell:common myeloid progenitor:|||:oenocyte:ionocyte:CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor:group 2 innate lymphoid cell, mouse"
Monocyte_CXCL8 high	"smooth muscle cell of the umbilical artery:|||:monocyte:CD14-positive monocyte:primordial germ cell:oncocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:monoblast:promonocyte:oenocyte:pneumocyte:|||:ionocyte:group 2 innate lymphoid cell, mouse:group 2 innate lymphoid cell:oocyte"
Monocyte_CXCR2 high	"mesodermal cell:vascular associated smooth muscle cell:|||:monocyte:CD14-positive monocyte:oncocyte:ionocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:promonocyte:pneumocyte:primordial germ cell:oenocyte:|||:group 2 innate lymphoid cell, mouse:group 2 innate lymphoid cell:oocyte:amniocyte"
Monocyte_FCGR3A high	"smooth muscle cell of the umbilical artery:|||:CD14-positive monocyte:monocyte:oenocyte:primordial germ cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:melanocyte of skin:promonocyte:pneumocyte:oncocyte:|||:ionocyte:group 2 innate lymphoid cell, mouse:group 2 innate lymphoid cell:oocyte"
Monocyte_FTL high	"smooth muscle cell of the umbilical artery:|||:CD14-positive monocyte:monocyte:primordial germ cell:oenocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:melanocyte of skin:monoblast:promonocyte:ionocyte:|||:oncocyte:group 2 innate lymphoid cell:group 2 innate lymphoid cell, mouse:oocyte"
Monocyte_IGHG4 high	"vascular associated smooth muscle cell:mesodermal cell:|||:monocyte:CD14-positive monocyte:oncocyte:oenocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:promonocyte:pneumocyte:ionocyte:primordial germ cell:|||:group 2 innate lymphoid cell:group 2 innate lymphoid cell, mouse:oocyte:amniocyte"
Monocyte_ISG15 high	"vascular associated smooth muscle cell:mesodermal cell:|||:monocyte:CD14-positive monocyte:oenocyte:oncocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:monoblast:promonocyte:primordial germ cell:ionocyte:|||:group 2 innate lymphoid cell:group 2 innate lymphoid cell, mouse:oocyte:amniocyte"
Monocyte_S100A12 high	"mesodermal cell:vascular associated smooth muscle cell:|||:CD14-positive monocyte:monocyte:oenocyte:primordial germ cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:monoblast:promonocyte:mononuclear phagocyte:pneumocyte:|||:oncocyte:ionocyte:group 2 innate lymphoid cell, mouse:group 2 innate lymphoid cell"
Monocyte_S100A9 high	"smooth muscle cell of the umbilical artery:|||:CD14-positive monocyte:monocyte:ionocyte:primordial germ cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:monoblast:promonocyte:oenocyte:pneumocyte:|||:oncocyte:group 2 innate lymphoid cell:group 2 innate lymphoid cell, mouse:oocyte"
Monocyte_TPPP3 high	"smooth muscle cell of the umbilical artery:|||:CD14-positive monocyte:monocyte:ionocyte:oenocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:monoblast:promonocyte:pneumocyte:oncocyte:|||:primordial germ cell:group 2 innate lymphoid cell:group 2 innate lymphoid cell, mouse:oocyte"
Motile liver macrophage	"intrahepatic cholangiocyte:mesodermal cell:epithelial cell of alimentary canal:endothelial cell of hepatic sinusoid:|||:Kupffer cell:macrophage:inflammatory macrophage:alternatively activated macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:tonsillar macrophage:alveolar macrophage:elicited macrophage:meningeal macrophage:|||:tissue-resident macrophage:central nervous system macrophage:pleural macrophage:microglial cell"
Motor neuron	"central nervous system neuron:ectodermal cell:neuronal stem cell:oligodendrocyte precursor cell:|||:neuron:anterior horn motor neuron:motor neuron:Rohon-Beard neuron:|||:motor neuron:cartwheel heterochromatin:eosinophilic promyelocyte:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:fusimotor neuron:CAP motoneuron:multipolar neuron:primary motor neuron"
Mucosal aquamous Epithelial cell	"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:epithelial cell:squamous epithelial cell:glial cell:adepithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stratified squamous epithelial cell:squamous endothelial cell:corneal epithelial cell:epithelial cell of cervix:|||:Kolmer-Agduhr neuron:lens epithelial cell:duct epithelial cell:epithelial cell of lung"
Mucous Epithelial cell	"mesodermal cell:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:squamous epithelial cell:duct epithelial cell:myoepithelial cell:epithelial cell of thymus:|||:stratified squamous epithelial cell:epithelial cell of cervix:epithelial cell of lung:lens epithelial cell"
Mucous Epithelial cell_REG1A high	"mesodermal cell:|||:epithelial cell:glial cell:adepithelial cell:ecto-epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:squamous epithelial cell:duct epithelial cell:myoepithelial cell:macula densa epithelial cell:|||:Kolmer-Agduhr neuron:lens epithelial cell:epithelial cell of lung:type N enteroendocrine cell"
Mucous Epithelial cell_TFF1 high	"mesodermal cell:|||:epithelial cell:glial cell:adepithelial cell:epithelial cell of lung:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:squamous epithelial cell:duct epithelial cell:myoepithelial cell:macula densa epithelial cell:|||:Kolmer-Agduhr neuron:lens epithelial cell:ecto-epithelial cell:type N enteroendocrine cell"
Mucous neck cell	"enteric smooth muscle cell:pancreatic goblet cell:smooth muscle cell of small intestine:epithelial cell of small intestine:|||:mucous neck cell:type I enteroendocrine cell:Kolmer-Agduhr neuron:natural killer cell:|||:mucous neck cell:cartwheel heterochromatin:mature gamma-delta T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mucus secreting cell:muscle founder cell:mature natural killer cell:muscle cell"
Multipotential  progenitor cell	"endothelial cell of hepatic sinusoid:epithelial cell of alimentary canal:mesodermal cell:intrahepatic cholangiocyte:|||:pro-T cell:pro-B cell:retinal progenitor cell:Slamf1-positive multipotent progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:adult endothelial progenitor cell:hematopoietic multipotent progenitor cell:neutrophil progenitor cell:myeloid lineage restricted progenitor cell:|||:Slamf1-negative multipotent progenitor cell:hepatic stellate cell:Tr1 cell:CD34-positive, CD38-negative multipotent progenitor cell"
Muscle progenitor cell	"cell of skeletal muscle:adaxial cell:|||:pro-T cell:pro-B cell:hepatic stellate cell:Tr1 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:cardiac muscle myoblast:preosteoblast:mesenchymal stem cell:myeloid lineage restricted progenitor cell:|||:R3 photoreceptor cell:progenitor cell of endocrine pancreas:R7 photoreceptor cell:R6 photoreceptor cell"
Myelinating oligodendrocyte	"oligodendrocyte:oligodendrocyte precursor cell:ectodermal cell:central nervous system pericyte:|||:type I pneumocyte:oocyte:chondrocyte:enterocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:perineuronal satellite cell:spinal cord oligodendrocyte:myelinating Schwann cell:myeloid leukocyte:|||:Bm4 B cell:monocyte:cortical thymic epithelial cell:oncocyte"
Myeloid cell	"adrenal medulla chromaffin cell:|||:myeloid cell:type D enteroendocrine cell:double-positive, alpha-beta thymocyte:type N enteroendocrine cell:|||:myeloid cell:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:common myeloid progenitor:common myeloid progenitor, CD34-positive:amoeboid cell:polyploid cell"
Myocyte	"glomerular visceral epithelial cell:kidney cortical cell:kidney corpuscule cell:kidney cortex vein cell:|||:muscle cell:Purkinje myocyte:Purkinje myocyte of atrioventricular bundle:Purkinje myocyte of atrioventricular node:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myelocyte:CD14-positive monocyte:monocyte:oocyte"
